A4S3G1,3226.13,N-Glycan
A4S3G1F,3372.19,N-Glycan
A4S4,3517.23,N-Glycan
A4S4F,3663.29,N-Glycan
A1Sg1,1564.54,N-Glycan
A1Sg1F,1710.6,N-Glycan
A2Sg1G0,1767.62,N-Glycan
A2Sg1G0F,1913.68,N-Glycan
A2Sg1G1,1929.67,N-Glycan
A2Sg1G1F,2075.73,N-Glycan
A2Sg1S1,2220.77,N-Glycan
A2Sg1S1F,2366.83,N-Glycan
A2Sg2,2236.76,N-Glycan
A2Sg2F,2382.82,N-Glycan
A3Sg1G0,1970.7,N-Glycan
A3Sg1G0F,2116.76,N-Glycan
A4Sg1G0,2173.78,N-Glycan
A4Sg1G0F,2319.84,N-Glycan
A3Sg1G1,2132.75,N-Glycan
A3Sg1G1F,2278.81,N-Glycan
A4Sg1G1,2335.83,N-Glycan
A4Sg1G1F,2481.89,N-Glycan
A3Sg1G2,2294.8,N-Glycan
A3Sg1G2F,2440.86,N-Glycan
A4Sg1G2,2497.88,N-Glycan
A4Sg1G2F,2643.94,N-Glycan
A4Sg1G3,2659.94,N-Glycan
A4Sg1G3F,2805.99,N-Glycan
A3Sg1S1G0,2423.85,N-Glycan
A3Sg1S1G0F,2569.9,N-Glycan
A4Sg1S1G0,2626.93,N-Glycan
A4Sg1S1G0F,2772.98,N-Glycan
A3Sg1S1G1,2585.9,N-Glycan
A3Sg1S1G1F,2731.96,N-Glycan
A4Sg1S1G1,2788.98,N-Glycan
A4Sg1S1G1F,2935.04,N-Glycan
A4Sg1S1G2,2951.03,N-Glycan
A4Sg1S1G2F,3097.09,N-Glycan
A3Sg1S2,2877,N-Glycan
A3Sg1S2F,3023.05,N-Glycan
A4Sg1S2G0,3080.07,N-Glycan
A4Sg1S2G0F,3226.13,N-Glycan
A4Sg1S2G1,3242.13,N-Glycan
A4Sg1S2G1F,3388.19,N-Glycan
A4Sg1S3,3533.22,N-Glycan
A4Sg1S3F,3679.28,N-Glycan
A3Sg2G0,2439.84,N-Glycan
A3Sg2G0F,2585.9,N-Glycan
A4Sg2G0,2642.92,N-Glycan
A4Sg2G0F,2788.98,N-Glycan
A3Sg2G1,2601.89,N-Glycan
A3Sg2G1F,2747.95,N-Glycan
A4Sg2G1,2804.97,N-Glycan
A4Sg2G1F,2951.03,N-Glycan
A4Sg2G2,2967.03,N-Glycan
A4Sg2G2F,3113.08,N-Glycan
A3Sg2S1,2892.99,N-Glycan
A3Sg2S1F,3039.05,N-Glycan
A4Sg2S1G0,3096.07,N-Glycan
A4Sg2S1G0F,3242.13,N-Glycan
A4Sg2S1G1,3258.12,N-Glycan
A4Sg2S1G1F,3404.18,N-Glycan
A4Sg2S2,3549.22,N-Glycan
A4Sg2S2F,3695.28,N-Glycan
A3Sg3,2908.98,N-Glycan
A3Sg3F,3055.04,N-Glycan
A4Sg3G0,3112.06,N-Glycan
A4Sg3G0F,3258.12,N-Glycan
A4Sg3G1,3274.12,N-Glycan
A4Sg3G1F,3420.18,N-Glycan
A4Sg3S1,3565.21,N-Glycan
A4Sg3S1F,3711.27,N-Glycan
A4Sg4,3581.21,N-Glycan
A4Sg4F,3727.27,N-Glycan
A2G0B,1501.56,N-Glycan
A2G0FB,1647.61,N-Glycan
A2G1B,1663.61,N-Glycan
A2G1FB,1809.67,N-Glycan
A2G2B,1825.66,N-Glycan
A2G2FB,1971.72,N-Glycan
A2S1G0B,1954.7,N-Glycan
A2S1G0FB,2100.76,N-Glycan
A2S1G1B,2116.76,N-Glycan
A2S1G1FB,2262.81,N-Glycan
A2S2B,2407.85,N-Glycan
A2S2FB,2553.91,N-Glycan
GalNAc,203.079,O-Glycan
GalNAc-3G,365.132,O-Glycan
GalNAc-3GnG,568.212,O-Glycan
GalNAc-3SG,656.228,O-Glycan
GalNAc-6GGn,568.212,O-Glycan
GalNAc-6GGn-3G,730.264,O-Glycan
GalNAc-6GGn-3GnG,933.344,O-Glycan
GalNAc-6GGn-3SG,1021.36,O-Glycan
GalNAc-6Gn,406.159,O-Glycan
GalNAc-6Gn-3G,568.212,O-Glycan
GalNAc-6Gn-3GnG,771.291,O-Glycan
GalNAc-6Gn-3SG,859.307,O-Glycan
GalNAc-6S,494.175,O-Glycan
GalNAc-6S-3G,656.228,O-Glycan
GalNAc-6S-3GnG,859.307,O-Glycan
GalNAc-6S-3SG,947.323,O-Glycan
