SPECTRUM - MS
20190411_GroEL_IST-100_MS1_6k.RAW
FTMS + p NSI Full ms [2000.0000-40000.0000]
Scan #: 4-98
RT: 0.05-1.29
AV: 95
Data points: 4935
Mass	Intensity
3246.110234	51.475636
3246.461001	57.335800
3246.811824	53.298778
3247.162704	38.394337
3247.513641	2.379277
3247.864635	0.000000
3248.215686	0.000000
3248.566794	0.000000
3248.917958	0.000000
3304.044655	0.000000
3304.404854	0.000000
3304.765112	0.000000
3305.125429	0.000000
3305.485804	33.169445
3305.846239	55.726233
3306.206732	64.346799
3306.567285	58.108950
3306.927896	39.114128
3307.288567	1.130062
3307.649296	26.792779
3308.010085	49.750606
3308.370932	62.307391
3308.731839	52.133781
3309.092804	26.741730
3309.453829	0.759501
3309.814913	0.000000
3310.176056	0.000000
3310.537258	0.000000
3310.898519	0.000000
3315.962389	0.000000
3316.324539	0.000000
3316.686748	0.000000
3317.049016	0.000000
3317.411343	39.160300
3317.773730	52.822360
3318.136177	60.595842
3318.498682	56.416538
3318.861247	36.608975
3319.223872	2.246326
3319.586556	0.000000
3319.949299	0.000000
3320.312102	0.000000
3320.674965	0.000000
3326.852736	0.000000
3327.216672	0.000000
3327.580666	0.000000
3327.944721	0.000000
3328.308835	25.352185
3328.673009	55.079382
3329.037243	67.614381
3329.401537	52.873384
3329.765890	27.016509
3330.130303	1.626832
3330.494776	0.000000
3330.859309	0.000000
3331.223902	0.000000
3331.588555	0.000000
3335.603688	0.000000
3335.969060	0.000000
3336.334492	0.000000
3336.699984	0.000000
3337.065537	27.562394
3337.431149	59.237796
3337.796821	74.470999
3338.162554	64.049988
3338.528346	39.726606
3338.894199	2.447464
3339.260112	0.000000
3339.626085	0.000000
3339.992118	0.000000
3340.358211	0.000000
3340.724365	0.000000
3341.090578	28.782361
3341.456852	62.229884
3341.823186	86.944257
3342.189581	82.431954
3342.556035	53.370643
3342.922550	3.318272
3343.289126	0.000000
3343.655761	0.000000
3344.022457	0.000000
3344.389213	0.000000
3346.223899	0.000000
3346.591018	0.000000
3346.958197	0.000000
3347.325436	0.000000
3347.692736	46.701072
3348.060096	62.270696
3348.427516	63.054972
3348.794998	56.577972
3349.162539	44.141022
3349.530141	2.766329
3349.897804	0.000000
3350.265527	0.000000
3350.633311	0.000000
3351.001155	0.000000
3352.841286	0.000000
3353.209494	0.000000
3353.577762	0.000000
3353.946092	0.000000
3354.314482	18.875702
3354.682932	51.138466
3355.051444	78.406017
3355.420016	76.661184
3355.788649	49.106725
3356.157342	3.033161
3356.526097	0.000000
3356.894912	0.000000
3357.263788	0.000000
3357.632725	0.000000
3358.739900	0.000000
3359.109080	0.000000
3359.478321	0.000000
3359.847623	0.000000
3360.216986	38.692277
3360.586409	72.161115
3360.955894	89.567730
3361.325440	72.443409
3361.695046	35.006339
3362.064713	2.205326
3362.434442	0.000000
3362.804231	0.000000
3363.174082	31.237992
3363.543993	62.448851
3363.913966	75.531430
3364.283999	101.278770
3364.654094	123.758935
3365.024250	177.082345
3365.394466	308.922444
3365.764744	325.844774
3366.135083	241.222255
3366.505483	168.149215
3366.875944	97.003318
3367.246467	4.614732
3367.617050	0.000000
3367.987695	0.000000
3368.358401	0.000000
3368.729168	0.000000
3369.099996	0.000000
3369.470886	0.000000
3369.841837	0.000000
3370.212849	0.000000
3370.583922	27.191742
3370.955057	56.133482
3371.326253	71.393339
3371.697510	58.023200
3372.068829	28.664289
3372.440209	1.712826
3372.811650	0.000000
3373.183153	0.000000
3373.554717	0.000000
3373.926342	0.000000
3374.298029	0.000000
3374.669777	0.000000
3375.041587	0.000000
3375.413458	0.000000
3375.785391	40.332905
3376.157385	62.225852
3376.529441	65.120144
3376.901558	54.008721
3377.273736	36.340836
3377.645977	2.269894
3378.018278	0.000000
3378.390642	0.000000
3378.763066	0.000000
3379.135553	0.000000
3379.508101	0.000000
3379.880711	0.000000
3380.253382	0.000000
3380.626115	0.000000
3380.998909	86.647588
3381.371765	176.272757
3381.744683	235.298109
3382.117663	207.500372
3382.490704	117.166797
3382.863807	27.938085
3383.236972	1.544110
3383.610199	0.000000
3383.983487	57.574646
3384.356837	102.625443
3384.730249	127.678586
3385.103722	107.301776
3385.477258	55.929080
3385.850855	35.583202
3386.224514	63.745992
3386.598235	73.977167
3386.972018	78.243863
3387.345863	83.310244
3387.719770	80.174651
3388.093738	71.165191
3388.467769	38.333916
3388.841861	1.122186
3389.216016	0.000000
3389.590232	24.639623
3389.964510	78.681782
3390.338851	128.380349
3390.713253	145.226982
3391.087717	107.922356
3391.462244	44.908623
3391.836832	1.269317
3392.211483	0.000000
3392.586195	0.000000
3392.960970	0.000000
3393.335807	0.000000
3397.463114	0.000000
3397.838697	0.000000
3398.214343	0.000000
3398.590051	0.000000
3398.965821	22.497366
3399.341653	52.695723
3399.717548	75.347276
3400.093505	68.618349
3400.469524	59.772285
3400.845606	76.115642
3401.221750	129.507782
3401.597957	175.906289
3401.974226	190.073277
3402.350557	169.953698
3402.726951	135.552054
3403.103407	138.223889
3403.479926	91.374973
3403.856507	62.008568
3404.233151	53.973296
3404.609857	32.914274
3404.986626	1.014287
3405.363458	0.000000
3405.740352	29.894138
3406.117308	126.079296
3406.494327	175.691973
3406.871409	196.601735
3407.248553	177.161638
3407.625760	103.631154
3408.003030	52.353860
3408.380362	96.900399
3408.757757	156.071505
3409.135215	160.666830
3409.512735	111.866691
3409.890318	73.297493
3410.267964	54.870882
3410.645672	64.963582
3411.023444	94.621633
3411.401278	98.508293
3411.779175	84.108791
3412.157134	66.409188
3412.535157	34.173999
3412.913242	2.342693
3413.291390	0.000000
3413.669601	0.000000
3414.047875	78.253265
3414.426211	178.750330
3414.804611	259.587792
3415.183073	280.550891
3415.561599	210.453819
3415.940187	111.940299
3416.318838	79.731261
3416.697553	97.444285
3417.076330	91.676599
3417.455170	75.762704
3417.834073	65.554465
3418.213039	39.893535
3418.592069	2.474619
3418.971161	27.335890
3419.350316	60.411175
3419.729535	74.915993
3420.108816	62.588392
3420.488161	38.620048
3420.867569	2.402164
3421.247040	0.000000
3421.626574	24.794128
3422.006171	55.888922
3422.385831	76.891939
3422.765555	68.117731
3423.145341	59.494785
3423.525191	57.036316
3423.905105	79.213699
3424.285081	109.935670
3424.665121	98.106509
3425.045224	68.083611
3425.425390	59.603232
3425.805619	36.393408
3426.185912	2.258028
3426.566268	0.000000
3426.946688	0.000000
3427.327171	0.000000
3427.707717	0.000000
3428.088327	34.425068
3428.469000	62.824284
3428.849736	71.752436
3429.230536	82.337547
3429.611399	90.141432
3429.992326	93.892411
3430.373316	106.791060
3430.754370	93.561008
3431.135487	71.850897
3431.516668	104.174660
3431.897912	100.177549
3432.279220	93.468281
3432.660591	108.153039
3433.042026	107.227134
3433.423525	64.944587
3433.805087	55.281260
3434.186712	52.247166
3434.568402	106.497960
3434.950155	116.794437
3435.331971	92.863372
3435.713851	60.000773
3436.095795	77.872634
3436.477803	59.614849
3436.859874	95.154699
3437.242009	129.460499
3437.624208	142.544832
3438.006471	114.989686
3438.388797	56.106330
3438.771187	3.403812
3439.153641	40.633194
3439.536159	64.918466
3439.918740	93.748614
3440.301386	105.235345
3440.684095	97.582385
3441.066868	57.677276
3441.449705	52.512160
3441.832606	88.468570
3442.215570	135.157590
3442.598599	139.372452
3442.981692	101.685005
3443.364848	67.697423
3443.748069	105.561784
3444.131353	144.286406
3444.514702	181.732573
3444.898114	191.703882
3445.281591	151.341738
3445.665131	146.717012
3446.048736	133.046406
3446.432404	134.830122
3446.816137	135.051964
3447.199934	93.889244
3447.583795	28.958561
3447.967720	0.838208
3448.351709	0.000000
3448.735762	0.000000
3449.119880	0.000000
3449.504062	0.000000
3449.888307	0.000000
3450.272618	0.000000
3450.656992	0.000000
3451.041430	46.951966
3451.425933	75.937341
3451.810500	82.967640
3452.195131	67.556513
3452.579827	78.288293
3452.964587	101.020446
3453.349411	136.612456
3453.734300	155.004972
3454.119253	158.382395
3454.504270	147.977138
3454.889352	151.141766
3455.274498	121.303300
3455.659708	112.841624
3456.044983	88.413258
3456.430322	98.931109
3456.815726	73.632471
3457.201194	57.023161
3457.586727	52.210316
3457.972324	33.306581
3458.357986	0.000000
3458.743712	24.773831
3459.129503	52.329216
3459.515358	66.298977
3459.901278	54.962938
3460.287263	63.367264
3460.673312	66.293890
3461.059425	78.840270
3461.445604	69.100803
3461.831847	47.122537
3462.218154	1.759191
3462.604526	0.000000
3462.990963	0.000000
3463.377465	0.000000
3463.764031	0.000000
3464.150662	0.000000
3464.537358	30.412803
3464.924119	60.774871
3465.310944	76.560158
3465.697834	61.351807
3466.084789	27.796921
3466.471809	0.854320
3466.858893	33.296518
3467.246043	51.854276
3467.633257	57.420728
3468.020536	52.471011
3468.407880	38.669460
3468.795289	1.178646
3469.182762	0.000000
3469.570301	28.327208
3469.957905	94.041459
3470.345573	119.267576
3470.733307	143.240874
3471.121105	156.968117
3471.508969	130.456019
3471.896898	98.719134
3472.284891	50.467088
3472.672950	65.969662
3473.061074	72.168972
3473.449262	60.573236
3473.837516	63.654436
3474.225835	64.760440
3474.614219	80.478707
3475.002668	65.319903
3475.391183	58.736051
3475.779762	61.953224
3476.168407	82.963917
3476.557117	75.371277
3476.945892	44.066501
3477.334732	1.296325
3477.723638	0.000000
3478.112608	0.000000
3478.501644	52.707061
3478.890746	108.318245
3479.279912	142.500167
3479.669144	120.438033
3480.058441	58.470610
3480.447804	3.672697
3480.837232	0.000000
3481.226725	0.000000
3481.616284	47.166683
3482.005908	78.228611
3482.395597	91.198731
3482.785352	74.362634
3483.175172	39.617154
3483.565058	1.212796
3483.955009	0.000000
3484.345026	0.000000
3484.735108	0.000000
3485.125256	0.000000
3485.515469	0.000000
3485.905748	0.000000
3486.296092	62.526795
3486.686502	115.403428
3487.076978	145.114759
3487.467519	122.135384
3487.858125	62.096293
3488.248798	1.938492
3488.639536	0.000000
3489.030339	0.000000
3489.421208	0.000000
3489.812143	0.000000
3494.116767	0.000000
3494.508492	0.000000
3494.900282	0.000000
3495.292138	0.000000
3495.684060	40.786025
3496.076048	65.405379
3496.468102	78.885308
3496.860222	64.261821
3497.252408	31.237958
3497.644659	0.986282
3498.036977	0.000000
3498.429361	0.000000
3498.821811	0.000000
3499.214327	0.000000
3499.606908	29.809162
3499.999556	58.798473
3500.392271	79.531053
3500.785051	83.730178
3501.177897	67.811654
3501.570809	36.681825
3501.963788	1.143992
3502.356833	0.000000
3502.749944	0.000000
3503.143121	0.000000
3503.536364	0.000000
3508.654558	0.000000
3509.048730	0.000000
3509.442968	0.000000
3509.837272	0.000000
3510.231643	62.607085
3510.626081	121.843573
3511.020585	147.055711
3511.415155	125.376366
3511.809792	86.203829
3512.204496	4.755224
3512.599266	0.000000
3512.994102	0.000000
3513.389006	0.000000
3513.783975	0.000000
3518.924650	0.000000
3519.320553	0.000000
3519.716524	0.000000
3520.112561	0.000000
3520.508665	31.534219
3520.904836	55.361345
3521.301074	93.654227
3521.697379	122.232079
3522.093751	115.892271
3522.490189	63.823037
3522.886695	40.587851
3523.283267	1.543173
3523.679907	0.000000
3524.076613	0.000000
3524.473387	28.880381
3524.870227	61.660610
3525.267135	81.651187
3525.664109	75.716799
3526.061151	53.135284
3526.458259	3.563326
3526.855435	0.000000
3527.252678	0.000000
3527.649988	0.000000
3528.047365	0.000000
3528.444809	0.000000
3528.842321	27.348189
3529.239899	50.692590
3529.637545	63.088211
3530.035258	53.016224
3530.433038	28.050412
3530.830886	1.045159
3531.228801	0.000000
3531.626783	0.000000
3532.024832	0.000000
3532.422948	0.000000
3536.806677	0.000000
3537.205602	0.000000
3537.604595	0.000000
3538.003655	0.000000
3538.402783	32.851931
3538.801979	54.145032
3539.201242	63.713508
3539.600572	51.499816
3539.999970	26.437479
3540.399436	0.977291
3540.798970	0.000000
3541.198571	0.000000
3541.598239	0.000000
3541.997976	0.000000
3558.043090	0.000000
3558.445614	0.000000
3558.848206	0.000000
3559.250867	0.000000
3559.653595	22.658418
3560.056392	55.429028
3560.459258	70.644536
3560.862192	55.701983
3561.265194	28.017770
3561.668265	0.913550
3562.071404	0.000000
3562.474612	56.187880
3562.877888	103.507712
3563.281232	136.751106
3563.684645	124.653821
3564.088127	75.704911
3564.491677	2.654451
3564.895296	0.000000
3565.298983	0.000000
3565.702739	0.000000
3566.106563	0.000000
3582.315959	0.000000
3582.722609	0.000000
3583.129329	0.000000
3583.536117	0.000000
3583.942975	22.569862
3584.349902	50.801013
3584.756898	66.561159
3585.163964	59.631172
3585.571099	41.995967
3585.978303	1.452334
3586.385577	0.000000
3586.792920	0.000000
3587.200332	0.000000
3587.607814	0.000000
3657.482535	0.000000
3657.902051	0.000000
3658.321640	0.000000
3658.741300	0.000000
3659.161033	40.689835
3659.580838	51.857279
3660.000715	59.105974
3660.420665	60.297887
3660.840686	46.571317
3661.260780	1.585050
3661.680947	0.000000
3662.101185	0.000000
3662.521497	0.000000
3662.941880	0.000000
4288.519319	0.000000
4289.051966	0.000000
4289.584712	0.000000
4290.117557	0.000000
4290.650502	29.639978
4291.183546	54.992153
4291.716689	68.336279
4292.249932	56.868510
4292.783274	30.578343
4293.316715	1.439502
4293.850256	0.000000
4294.383897	0.000000
4294.917637	0.000000
4295.451476	0.000000
4434.899162	0.000000
4435.459313	0.000000
4436.019569	0.000000
4436.579932	0.000000
4437.140400	21.376605
4437.700976	55.173495
4438.261657	76.926773
4438.822444	64.684149
4439.383338	30.550517
4439.944338	1.356879
4440.505445	0.000000
4441.066658	0.000000
4441.627977	0.000000
4442.189403	0.000000
4518.970270	0.000000
4519.546424	0.000000
4520.122689	0.000000
4520.699063	0.000000
4521.275548	22.406464
4521.852143	49.785343
4522.428848	65.154952
4523.005664	53.047164
4523.582590	24.694770
4524.159626	1.597246
4524.736773	0.000000
4525.314030	0.000000
4525.891398	0.000000
4526.468876	0.000000
4528.779894	0.000000
4529.357925	0.000000
4529.936067	0.000000
4530.514320	0.000000
4531.092683	27.075942
4531.671157	50.299933
4532.249742	59.708314
4532.828437	53.203882
4533.407244	38.572289
4533.986161	2.827375
4534.565189	0.000000
4535.144328	0.000000
4535.723578	0.000000
4536.302940	0.000000
4567.754038	0.000000
4568.339547	0.000000
4568.925169	0.000000
4569.510903	0.000000
4570.096750	13.895566
4570.682710	51.255103
4571.268782	93.512300
4571.854967	101.175663
4572.441265	70.000872
4573.027675	30.973082
4573.614199	1.409912
4574.200835	0.000000
4574.787584	0.000000
4575.374446	0.000000
4575.961421	0.000000
4716.482522	0.000000
4717.096860	0.000000
4717.711319	0.000000
4718.325897	0.000000
4718.940595	25.080580
4719.555414	52.059871
4720.170353	66.963866
4720.785412	53.962746
4721.400591	24.987207
4722.015891	1.182156
4722.631310	0.000000
4723.246850	0.000000
4723.862511	0.000000
4724.478292	0.000000
4831.574139	0.000000
4832.211101	0.000000
4832.848189	0.000000
4833.485404	0.000000
4834.122744	17.893476
4834.760210	51.457914
4835.397803	75.343430
4836.035521	66.820201
4836.673366	35.485080
4837.311337	1.711478
4837.949434	0.000000
4838.587658	0.000000
4839.226007	0.000000
4839.864484	0.000000
4873.240159	0.000000
4873.885379	0.000000
4874.530727	0.000000
4875.176203	0.000000
4875.821807	25.050156
4876.467539	52.954972
4877.113400	70.350056
4877.759389	72.845096
4878.405507	67.662524
4879.051753	55.336105
4879.698127	33.868222
4880.344630	2.416760
4880.991261	0.000000
4881.638021	0.000000
4882.284909	0.000000
4882.931926	0.000000
4904.355849	0.000000
4905.007259	0.000000
4905.658798	0.000000
4906.310467	0.000000
4906.962266	24.577222
4907.614195	50.386374
4908.266253	60.916590
4908.918442	50.589283
4909.570761	30.929485
4910.223209	1.585478
4910.875788	0.000000
4911.528497	0.000000
4912.181336	0.000000
4912.834305	0.000000
5024.409274	0.000000
5025.084749	0.000000
5025.760360	0.000000
5026.436107	0.000000
5027.111991	21.440574
5027.788011	48.397366
5028.464167	64.071563
5029.140459	88.973904
5029.816889	112.867576
5030.493454	113.709487
5031.170156	111.802881
5031.846995	82.195046
5032.523970	44.185775
5033.201082	2.398069
5033.878330	0.000000
5034.555715	0.000000
5035.233237	0.000000
5035.910896	0.000000
5192.643330	0.000000
5193.353014	0.000000
5194.062844	0.000000
5194.772819	0.000000
5195.482940	29.682954
5196.193206	61.384328
5196.903618	74.510142
5197.614176	60.138068
5198.324879	33.221017
5199.035728	1.851419
5199.746723	0.000000
5200.457864	0.000000
5201.169151	0.000000
5201.880583	0.000000
5287.594684	0.000000
5288.323923	0.000000
5289.053313	0.000000
5289.782854	0.000000
5290.512545	27.679669
5291.242388	62.567467
5291.972382	76.816925
5292.702527	84.070998
5293.432823	83.361550
5294.163270	74.333546
5294.893869	60.157979
5295.624618	27.550881
5296.355519	1.953874
5297.086571	0.000000
5297.817775	0.000000
5298.549130	0.000000
5299.280637	0.000000
5378.435794	0.000000
5379.183907	0.000000
5379.932176	0.000000
5380.680601	0.000000
5381.429182	34.163541
5382.177919	54.916602
5382.926813	67.839514
5383.675863	57.237414
5384.425069	28.356847
5385.174432	1.524473
5385.923951	0.000000
5386.673627	0.000000
5387.423459	0.000000
5388.173448	0.000000
5613.258118	0.000000
5614.055757	0.000000
5614.853567	0.000000
5615.651546	0.000000
5616.449696	39.259533
5617.248015	55.105654
5618.046505	61.768814
5618.845166	53.761429
5619.643996	33.380873
5620.442997	1.905824
5621.242168	0.000000
5622.041510	0.000000
5622.841022	0.000000
5623.640705	0.000000
5717.574422	0.000000
5718.394400	0.000000
5719.214554	0.000000
5720.034885	0.000000
5720.855392	21.545982
5721.676076	49.210003
5722.496937	63.673040
5723.317974	54.020078
5724.139188	32.320847
5724.960579	1.862914
5725.782146	0.000000
5726.603890	0.000000
5727.425812	21.903931
5728.247910	50.960180
5729.070185	68.482412
5729.892637	60.624414
5730.715267	37.337975
5731.538073	2.264704
5732.361057	0.000000
5733.184218	0.000000
5734.007557	0.000000
5734.831072	0.000000
5878.304565	0.000000
5879.159362	0.000000
5880.014346	0.000000
5880.869516	0.000000
5881.724873	20.663849
5882.580417	49.352796
5883.436147	66.011063
5884.292064	56.931726
5885.148168	31.745681
5886.004459	1.862243
5886.860937	0.000000
5887.717601	0.000000
5888.574453	0.000000
5889.431491	0.000000
5960.350459	0.000000
5961.223215	0.000000
5962.096163	0.000000
5962.969303	0.000000
5963.842635	18.953985
5964.716159	52.105584
5965.589874	83.310611
5966.463782	86.756627
5967.337882	58.189380
5968.212174	22.121759
5969.086657	1.218016
5969.961334	0.000000
5970.836202	0.000000
5971.711263	0.000000
5972.586516	0.000000
5996.291277	0.000000
5997.171939	0.000000
5998.052796	0.000000
5998.933847	0.000000
5999.815092	17.663313
6000.696531	52.974103
6001.578165	78.121778
6002.459993	71.762109
6003.342015	43.688817
6004.224231	2.723666
6005.106642	0.000000
6005.989248	0.000000
6006.872048	0.000000
6007.755043	0.000000
6037.893097	0.000000
6038.782941	0.000000
6039.672981	0.000000
6040.563219	0.000000
6041.453653	31.766390
6042.344284	52.786872
6043.235113	65.861942
6044.126138	56.083749
6045.017360	27.495534
6045.908779	1.603083
6046.800396	0.000000
6047.692210	0.000000
6048.584221	0.000000
6049.476429	0.000000
6152.496852	0.000000
6153.412151	0.000000
6154.327655	0.000000
6155.243364	0.000000
6156.159276	20.557643
6157.075393	48.166919
6157.991715	69.397042
6158.908241	70.882111
6159.824971	48.801467
6160.741907	3.018363
6161.659047	0.000000
6162.576392	0.000000
6163.493942	0.000000
6164.411697	0.000000
6232.898572	0.000000
6233.831873	0.000000
6234.765383	0.000000
6235.699103	0.000000
6236.633033	15.647080
6237.567172	73.720235
6238.501522	212.517062
6239.436081	610.137754
6240.370851	1315.429236
6241.305830	1753.960289
6242.241020	1756.195680
6243.176420	1686.875416
6244.112030	1642.415122
6245.047851	1511.479658
6245.983881	1115.436831
6246.920123	540.857736
6247.856575	218.376324
6248.793237	75.397199
6249.730110	4.442598
6250.667194	0.000000
6251.604488	0.000000
6252.541994	0.000000
6253.479710	0.000000
6352.166053	0.000000
6353.126271	0.000000
6354.086706	0.000000
6355.047359	0.000000
6356.008230	48.064129
6356.969319	70.105327
6357.930626	81.919649
6358.892151	71.659802
6359.853895	40.864729
6360.815856	2.511631
6361.778036	0.000000
6362.740434	0.000000
6363.703050	0.000000
6364.665885	0.000000
6442.406411	0.000000
6443.387163	0.000000
6444.368140	0.000000
6445.349341	0.000000
6446.330765	37.380408
6447.312414	88.227627
6448.294287	114.128660
6449.276385	100.311824
6450.258706	58.291803
6451.241253	20.696153
6452.224023	1.198937
6453.207019	0.000000
6454.190239	0.000000
6455.173683	0.000000
6456.157353	0.000000
6457.141247	0.000000
6458.125367	47.169763
6459.109711	96.532865
6460.094280	119.843495
6461.079075	95.419414
6462.064095	46.896276
6463.049339	2.856108
6464.034810	0.000000
6465.020506	0.000000
6466.006427	0.000000
6466.992574	0.000000
6467.978946	0.000000
6468.965544	0.000000
6469.952368	22.627874
6470.939417	51.758994
6471.926693	68.683913
6472.914195	61.612901
6473.901922	45.796627
6474.889876	3.037204
6475.878055	0.000000
6476.866461	0.000000
6477.855094	0.000000
6478.843953	0.000000
6501.650342	0.000000
6502.644654	0.000000
6503.639195	0.000000
6504.633964	0.000000
6505.628961	22.500621
6506.624186	62.401630
6507.619640	93.669088
6508.615322	91.736671
6509.611233	63.461362
6510.607372	33.347195
6511.603740	2.072331
6512.600337	0.000000
6513.597163	0.000000
6514.594217	0.000000
6515.591501	0.000000
6561.715250	0.000000
6562.723374	0.000000
6563.731730	0.000000
6564.740318	0.000000
6565.749139	23.766469
6566.758192	55.264996
6567.767478	71.094519
6568.776997	56.893720
6569.786749	27.600382
6570.796733	1.696382
6571.806950	0.000000
6572.817401	0.000000
6573.828084	25.974054
6574.839000	57.272222
6575.850150	72.228835
6576.861533	56.813948
6577.873149	26.253993
6578.884999	1.587810
6579.897082	0.000000
6580.909399	0.000000
6581.921950	0.000000
6582.934734	0.000000
6594.090804	0.000000
6595.106398	0.000000
6596.122227	0.000000
6597.138291	0.000000
6598.154589	67.623909
6599.171122	136.463031
6600.187891	162.844963
6601.204894	119.915363
6602.222132	48.947602
6603.239605	2.924096
6604.257314	0.000000
6605.275258	0.000000
6606.293437	27.313104
6607.311852	58.312411
6608.330502	72.166858
6609.349388	56.160412
6610.368510	26.320544
6611.387867	1.603995
6612.407460	0.000000
6613.427289	0.000000
6614.447354	29.697039
6615.467654	63.119877
6616.488191	78.236048
6617.508965	60.772567
6618.529974	27.390894
6619.551220	1.727596
6620.572702	0.000000
6621.594420	0.000000
6622.616375	0.000000
6623.638567	0.000000
6739.639031	0.000000
6740.688437	0.000000
6741.738087	0.000000
6742.787983	0.000000
6743.838124	29.213512
6744.888511	55.684234
6745.939142	63.731827
6746.990020	54.079720
6748.041143	40.388846
6749.092511	2.745527
6750.144125	0.000000
6751.195986	19.608593
6752.248092	50.893614
6753.300443	77.258455
6754.353041	71.474236
6755.405886	40.326684
6756.458976	2.654315
6757.512312	0.000000
6758.565895	0.000000
6759.619725	0.000000
6760.673800	0.000000
6809.429086	0.000000
6810.494834	0.000000
6811.560833	0.000000
6812.627082	0.000000
6813.693581	41.018447
6814.760331	66.059758
6815.827331	75.762825
6816.894582	60.824057
6817.962083	29.557717
6819.029836	1.849701
6820.097839	0.000000
6821.166093	0.000000
6822.234598	0.000000
6823.303354	0.000000
6865.181534	0.000000
6866.260399	0.000000
6867.339517	0.000000
6868.418891	0.000000
6869.498518	43.934169
6870.578401	159.973753
6871.658537	242.833785
6872.738929	254.444647
6873.819576	169.430269
6874.900477	46.071215
6875.981633	2.574982
6877.063045	0.000000
6878.144711	0.000000
6879.226633	0.000000
6880.308810	0.000000
7037.729202	0.000000
7038.848996	0.000000
7039.969058	0.000000
7041.089387	0.000000
7042.209983	35.013380
7043.330847	79.319521
7044.451979	101.106096
7045.573378	78.108728
7046.695045	32.440747
7047.816981	2.079840
7048.939184	0.000000
7050.061655	0.000000
7051.184394	0.000000
7052.307401	0.000000
7053.430677	0.000000
7054.554221	0.000000
7055.678033	20.481019
7056.802115	53.843977
7057.926464	75.583112
7059.051083	64.827727
